request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
G|LP0011|Consensus|stage_a|replicate_1|fmt_v2,G-834f993dc403dec5115bdbaa30c4fb4946423022,G,target,LP0011,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,169d341054e3086da64590f0f1abbeb666d993cc72502788bbd62b5f61876dbe,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1252200770,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0011|Consensus|stage_a|replicate_1|fmt_v2,169d341054e3086da64590f0f1abbeb666d993cc72502788bbd62b5f61876dbe,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0012|Consensus|stage_a|replicate_1|fmt_v2,G-b3e8cf67bfd95fdc93edf577b01f457ecfc697dd,G,target,LP0012,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,707481628c5e0e480e551baa6893c5ad5588b326b8e64945d1eb0d7e50cf2660,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,665517742,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0012|Consensus|stage_a|replicate_1|fmt_v2,707481628c5e0e480e551baa6893c5ad5588b326b8e64945d1eb0d7e50cf2660,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0013|Consensus|stage_a|replicate_1|fmt_v2,G-95b0c83746e7a380d3695c51e6d1de0fd04a4162,G,target,LP0013,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,c22d52b0cd774b9f4d1fdff50d144e4a7f484c32f80830744d8b4ae9e05b2cba,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1917400048,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0013|Consensus|stage_a|replicate_1|fmt_v2,c22d52b0cd774b9f4d1fdff50d144e4a7f484c32f80830744d8b4ae9e05b2cba,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0014|Consensus|stage_a|replicate_1|fmt_v2,G-d9e72a36fb9f1fc7343db45a3e9495eb6c5fe065,G,target,LP0014,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,951b3817633a6cd9ba9e94e1f64ecaedce745c44213ad1500fed4b67053be01a,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,795702328,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0014|Consensus|stage_a|replicate_1|fmt_v2,951b3817633a6cd9ba9e94e1f64ecaedce745c44213ad1500fed4b67053be01a,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0015|Consensus|stage_a|replicate_1|fmt_v2,G-1392287aed9eb7595400d1edda11ced307536320,G,target,LP0015,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,718cb9ea237feea636aca471b10ff48344a70db34d67fd0b6955ad92d72f3776,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,348325967,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0015|Consensus|stage_a|replicate_1|fmt_v2,718cb9ea237feea636aca471b10ff48344a70db34d67fd0b6955ad92d72f3776,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0016|Consensus|stage_a|replicate_1|fmt_v2,G-c2a2ef6811a386697d8ef255c09d05d006514cac,G,target,LP0016,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,fdd84a0f020d7141cbdb2e61a43a3295837b5cd5ba1bb1aa5b9b2992cced0d6f,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,384394556,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0016|Consensus|stage_a|replicate_1|fmt_v2,fdd84a0f020d7141cbdb2e61a43a3295837b5cd5ba1bb1aa5b9b2992cced0d6f,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0017|Consensus|stage_a|replicate_1|fmt_v2,G-a934cc96fb1ba491a5d92334b9ee3968b431f12d,G,target,LP0017,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,42d4a4b29fcccd0a05756ff5e28b9d56079bfa594552c602ef1e3c36fb695a0a,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1300577729,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0017|Consensus|stage_a|replicate_1|fmt_v2,42d4a4b29fcccd0a05756ff5e28b9d56079bfa594552c602ef1e3c36fb695a0a,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0018|Consensus|stage_a|replicate_1|fmt_v2,G-d4c6c9856d12b50e2e191e7305524375d76b5a6e,G,target,LP0018,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,ee26277873e5a78fc884641b6a13badf7f52b2f9efc6dba6ef5df03162154125,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,379602972,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0018|Consensus|stage_a|replicate_1|fmt_v2,ee26277873e5a78fc884641b6a13badf7f52b2f9efc6dba6ef5df03162154125,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0019|Consensus|stage_a|replicate_1|fmt_v2,G-5de98f012c4b1cefe46031fa59a576ac16d2f932,G,target,LP0019,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,06e86e735dfe3071c7e3ead13105cce7c9ce134282335aa7a97d91d851d1cce8,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1746811634,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0019|Consensus|stage_a|replicate_1|fmt_v2,06e86e735dfe3071c7e3ead13105cce7c9ce134282335aa7a97d91d851d1cce8,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0020|Consensus|stage_a|replicate_1|fmt_v2,G-31c4d18a69accf0a85262f2aab6fa75a8a3ca4a1,G,target,LP0020,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,9883a7e006755b4fafb81db86533e6857a12a2ff32a820788d2fcfc6fa5fec49,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1295413791,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0020|Consensus|stage_a|replicate_1|fmt_v2,9883a7e006755b4fafb81db86533e6857a12a2ff32a820788d2fcfc6fa5fec49,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0021|Consensus|stage_a|replicate_1|fmt_v2,G-cfe5623aca00fccf8e37b8d0bb421224c44a4c3b,G,target,LP0021,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,0b8682d5e0bf75b64d864ada1e7b383a6ace93c2750dd97d811e23934900df1d,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1774960967,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0021|Consensus|stage_a|replicate_1|fmt_v2,0b8682d5e0bf75b64d864ada1e7b383a6ace93c2750dd97d811e23934900df1d,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0022|Consensus|stage_a|replicate_1|fmt_v2,G-12ad82b61704e348c82a3f89b441a0ee725aebe6,G,target,LP0022,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,69612165e80a5fb80e26e00349ec3ec351d78520b3ff7a436d059fde32034383,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1012918452,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0022|Consensus|stage_a|replicate_1|fmt_v2,69612165e80a5fb80e26e00349ec3ec351d78520b3ff7a436d059fde32034383,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0023|Consensus|stage_a|replicate_1|fmt_v2,G-e4c3fd16b09b71ced0f6c41ae9e64158f724bcea,G,target,LP0023,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,1d67da5d8d1cf8cdc7c625273d4b835b0c0e2555d1fbeb5e0de5fa643b3c0550,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,2049141758,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0023|Consensus|stage_a|replicate_1|fmt_v2,1d67da5d8d1cf8cdc7c625273d4b835b0c0e2555d1fbeb5e0de5fa643b3c0550,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0024|Consensus|stage_a|replicate_1|fmt_v2,G-b696cb98e544b024bae4bbbf8a0a631f853d6e36,G,target,LP0024,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,5049fe1232d650f7d815357a31e66a482e1be3050dc7f04390ba217cb3d78884,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1383221080,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0024|Consensus|stage_a|replicate_1|fmt_v2,5049fe1232d650f7d815357a31e66a482e1be3050dc7f04390ba217cb3d78884,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0025|Consensus|stage_a|replicate_1|fmt_v2,G-a02ddc73653cf181797d376806ee850463061cf5,G,target,LP0025,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,57b61862c56f2511b4551164e3b45ad22cbf17a3c01a0b96fa59b86b2a51b15f,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,630762090,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0025|Consensus|stage_a|replicate_1|fmt_v2,57b61862c56f2511b4551164e3b45ad22cbf17a3c01a0b96fa59b86b2a51b15f,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0026|Consensus|stage_a|replicate_1|fmt_v2,G-178b55a6042047fc848b3635707e70f26754d4a0,G,target,LP0026,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,c1a527a0dbb556f78d41f44c1b6b78e47c7e851ebdcf8b3718aa62deb7017378,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,859239240,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0026|Consensus|stage_a|replicate_1|fmt_v2,c1a527a0dbb556f78d41f44c1b6b78e47c7e851ebdcf8b3718aa62deb7017378,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0027|Consensus|stage_a|replicate_1|fmt_v2,G-8c91d9e719758a807c6ac4a42e8ade7ae6b3405e,G,target,LP0027,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,4f265f9931c97c500a9f586e2271442f904a20744fc034a419c7bd13f7eda188,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,848903760,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0027|Consensus|stage_a|replicate_1|fmt_v2,4f265f9931c97c500a9f586e2271442f904a20744fc034a419c7bd13f7eda188,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0028|Consensus|stage_a|replicate_1|fmt_v2,G-436b30d676ea6667046d2280acc638185d820b28,G,target,LP0028,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,ea4fa0447cba61d933ec61ccb6070bd4009f79430d01bb8ec38e88af47f1c73c,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,2109786132,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0028|Consensus|stage_a|replicate_1|fmt_v2,ea4fa0447cba61d933ec61ccb6070bd4009f79430d01bb8ec38e88af47f1c73c,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
