condition,outcome,n,native_g_ate,target_ate,preprojection_ate,achieved_ate,absolute_error,n_responses_changed_by_projection,fraction_changed
Former skeptics,trust_multidimensional,1000,4.092833333333331,4.3925147885135285,4.392514788513523,4.3928333333333285,0.00031854481979998184,813,0.813
Former skeptics,trust_post,1000,5.003000000000007,5.302681455180204,5.302681455180199,5.303000000000004,0.00031854481979998184,300,0.3
Former skeptics,distrust_post,1000,-4.8580000000000005,-4.558318544819803,-4.558318544819805,-4.558000000000003,0.00031854481979998184,300,0.3
Former skeptics,funding_perceptions,1000,4.829999999999998,5.1296814551801955,5.129681455180197,5.130000000000003,0.00031854481980708726,300,0.3
Former skeptics,policy_role_mean,1000,3.333750000000009,3.633431455180207,3.633431455180201,3.6337500000000063,0.00031854481979909366,609,0.609
Former skeptics,inst_trust_mean,1000,2.7262000000000057,3.025881455180204,3.0258814551802047,3.02620000000001,0.0003185448198061991,755,0.755
Former skeptics,belief_post,1000,3.912000000000006,4.211681455180203,4.211681455180198,4.212000000000003,0.00031854481979998184,300,0.3
Former skeptics,concern_mean,1000,3.2423333333333346,3.5420147885135327,3.5420147885135265,3.542333333333332,0.00031854481979909366,490,0.49
Former skeptics,policy_general,1000,3.578000000000003,3.877681455180201,3.877681455180195,3.878,0.00031854481979909366,300,0.3
Former skeptics,policy_specific_mean,1000,1.193428571428555,1.493110026608753,1.493110026608747,1.4934285714285522,0.0003185448197993157,838,0.838
Former skeptics,behavior_mean,1000,1.8496666666666712,2.1493481218468693,2.149348121846863,2.1496666666666684,0.00031854481979909366,868,0.868
Former skeptics,donation_ams,1000,0.1399999999999999,0.1699681455180197,0.16996814551801975,0.16999999999999993,3.185448198023133e-05,30,0.03
Former skeptics,newsletter_signup,1000,0.011999999999999955,0.014996814551801935,0.014996814551801962,0.014999999999999958,3.185448198023133e-06,3,0.003
Funding,trust_multidimensional,1000,3.075000000000003,3.374681455180201,3.3746814551801947,3.375,0.00031854481979909366,849,0.849
Funding,trust_post,1000,2.0489999999999995,2.3486814551801976,2.3486814551801913,2.3489999999999966,0.00031854481979909366,300,0.3
Funding,distrust_post,1000,-2.3770000000000024,-2.077318544819805,-2.0773185448198106,-2.0770000000000053,0.00031854481979953775,300,0.3
Funding,funding_perceptions,1000,3.664999999999999,3.9646814551801968,3.964681455180198,3.9650000000000034,0.0003185448198066432,300,0.3
Funding,policy_role_mean,1000,-0.9842499999999959,-0.6845685448197982,-0.684568544819804,-0.6842499999999987,0.00031854481979953775,654,0.654
Funding,inst_trust_mean,1000,0.2758000000000038,0.5754814551802017,0.5754814551802028,0.5758000000000081,0.00031854481980642113,752,0.752
Funding,belief_post,1000,0.6020000000000039,0.9016814551802017,0.9016814551801957,0.902000000000001,0.0003185448197993157,300,0.3
Funding,concern_mean,1000,-0.6173333333333275,-0.3176518781531299,-0.31765187815313567,-0.31733333333333036,0.00031854481979953775,520,0.52
Funding,policy_general,1000,-0.22700000000000387,0.07268145518019398,0.07268145518018798,0.07299999999999329,0.0003185448197993157,300,0.3
Funding,policy_specific_mean,1000,-0.3942857142857292,-0.09460425910553161,-0.09460425910553738,-0.09428571428573207,0.00031854481979953775,856,0.856
Funding,behavior_mean,1000,-0.1253333333333302,0.17434812184686765,0.17434812184686166,0.17466666666666697,0.0003185448197993157,821,0.821
Funding,donation_ams,1000,0.028999999999999915,0.0589681455180197,0.058968145518019766,0.05899999999999994,3.185448198023827e-05,30,0.03
Funding,newsletter_signup,1000,0.01799999999999996,0.02099681455180194,0.020996814551801968,0.020999999999999963,3.185448198023133e-06,3,0.003
High public trust,trust_multidimensional,1000,1.2053333333333427,1.5050147885135405,1.5050147885135345,1.5053333333333399,0.0003185448197993157,816,0.816
High public trust,trust_post,1000,1.2959999999999994,1.5956814551801972,1.5956814551801912,1.5959999999999965,0.0003185448197993157,300,0.3
High public trust,distrust_post,1000,-1.9140000000000015,-1.6143185448198039,-1.6143185448198096,-1.6140000000000043,0.00031854481979953775,300,0.3
High public trust,funding_perceptions,1000,0.28999999999999915,0.589681455180197,0.5896814551801981,0.5900000000000034,0.00031854481980642113,300,0.3
High public trust,policy_role_mean,1000,0.21274999999999977,0.5124314551801976,0.5124314551802058,0.5127500000000111,0.00031854481981352656,641,0.641
High public trust,inst_trust_mean,1000,0.40160000000000196,0.7012814551801998,0.7012814551802009,0.7016000000000062,0.00031854481980642113,769,0.769
High public trust,belief_post,1000,0.9489999999999981,1.248681455180196,1.2486814551802041,1.2490000000000094,0.00031854481981352656,300,0.3
High public trust,concern_mean,1000,0.5686666666666724,0.8683481218468703,0.8683481218468643,0.8686666666666696,0.0003185448197993157,506,0.506
High public trust,policy_general,1000,0.6200000000000045,0.9196814551802024,0.9196814551801964,0.9200000000000017,0.0003185448197993157,300,0.3
High public trust,policy_specific_mean,1000,-0.21428571428573662,0.08539574089446123,0.08539574089446944,0.08571428571427475,0.00031854481981352656,855,0.855
High public trust,behavior_mean,1000,-0.1075000000000017,0.19218145518019614,0.19218145518019725,0.19249999999999545,0.0003185448197993157,851,0.851
High public trust,donation_ams,1000,0.04399999999999982,0.0739681455180196,0.07396814551801967,0.07399999999999984,3.185448198024521e-05,30,0.03
High public trust,newsletter_signup,1000,0.023999999999999966,0.02699681455180195,0.026996814551801973,0.02699999999999997,3.1854481980196636e-06,3,0.003
Interview Prof. Maraun,trust_multidimensional,1000,4.829333333333324,5.129014788513521,5.12901478851353,5.129333333333335,0.0003185448198141927,807,0.807
Interview Prof. Maraun,trust_post,1000,3.5820000000000007,3.881681455180198,3.8816814551801926,3.881999999999998,0.00031854481979998184,300,0.3
Interview Prof. Maraun,distrust_post,1000,-4.054000000000002,-3.7543185448198044,-3.754318544819803,-3.7540000000000013,0.00031854481980309046,300,0.3
Interview Prof. Maraun,funding_perceptions,1000,1.4600000000000009,1.7596814551801987,1.7596814551801927,1.759999999999998,0.0003185448197993157,300,0.3
Interview Prof. Maraun,policy_role_mean,1000,1.2445000000000022,1.5441814551802,1.544181455180194,1.5444999999999993,0.0003185448197993157,644,0.644
Interview Prof. Maraun,inst_trust_mean,1000,0.8644000000000034,1.1640814551802012,1.1640814551801952,1.1644000000000077,0.00031854481980642113,748,0.748
Interview Prof. Maraun,belief_post,1000,0.6700000000000017,0.9696814551801995,0.9696814551801936,0.9699999999999989,0.0003185448197993157,300,0.3
Interview Prof. Maraun,concern_mean,1000,0.7836666666666687,1.0833481218468666,1.0833481218468677,1.083666666666673,0.00031854481980642113,500,0.5
Interview Prof. Maraun,policy_general,1000,0.5589999999999975,0.8586814551801953,0.8586814551801893,0.8589999999999947,0.0003185448197993157,300,0.3
Interview Prof. Maraun,policy_specific_mean,1000,-0.16428571428572525,0.1353957408944726,0.1353957408944666,0.1357142857142719,0.0003185448197993157,863,0.863
Interview Prof. Maraun,behavior_mean,1000,0.5513333333333321,0.85101478851353,0.8510147885135382,0.8513333333333364,0.00031854481980642113,851,0.851
Interview Prof. Maraun,donation_ams,1000,0.10299999999999998,0.13296814551801978,0.1329681455180196,0.133,3.185448198023133e-05,30,0.03
Interview Prof. Maraun,newsletter_signup,1000,0.019999999999999962,0.022996814551801942,0.02299681455180197,0.022999999999999965,3.185448198023133e-06,3,0.003
Interview Prof. Sebille,trust_multidimensional,1000,3.9123333333333363,4.2120147885135335,4.212014788513528,4.2123333333333335,0.00031854481979998184,824,0.824
Interview Prof. Sebille,trust_post,1000,2.9040000000000035,3.2036814551802006,3.2036814551801953,3.2040000000000006,0.00031854481979998184,300,0.3
Interview Prof. Sebille,distrust_post,1000,-3.0900000000000034,-2.790318544819806,-2.7903185448198045,-2.789999999999999,0.0003185448198066432,300,0.3
Interview Prof. Sebille,funding_perceptions,1000,1.3200000000000003,1.6196814551801981,1.6196814551801921,1.6200000000000045,0.00031854481980642113,300,0.3
Interview Prof. Sebille,policy_role_mean,1000,1.6387500000000017,1.9384314551801995,1.9384314551801936,1.9387499999999989,0.0003185448197993157,616,0.616
Interview Prof. Sebille,inst_trust_mean,1000,1.2072000000000074,1.5068814551802052,1.5068814551801992,1.5072000000000045,0.0003185448197993157,748,0.748
Interview Prof. Sebille,belief_post,1000,2.078000000000003,2.377681455180201,2.377681455180195,2.378,0.00031854481979909366,300,0.3
Interview Prof. Sebille,concern_mean,1000,2.194333333333333,2.494014788513531,2.4940147885135318,2.494333333333337,0.0003185448198061991,481,0.481
Interview Prof. Sebille,policy_general,1000,1.5720000000000027,1.8716814551802006,1.8716814551801946,1.8719999999999999,0.0003185448197993157,300,0.3
Interview Prof. Sebille,policy_specific_mean,1000,0.3611428571428519,0.6608243123230497,0.6608243123230437,0.661142857142849,0.0003185448197993157,846,0.846
Interview Prof. Sebille,behavior_mean,1000,1.2351666666666716,1.5348481218468695,1.5348481218468635,1.5351666666666688,0.0003185448197993157,853,0.853
Interview Prof. Sebille,donation_ams,1000,0.18399999999999972,0.2139681455180195,0.2139681455180198,0.21399999999999997,3.185448198048113e-05,30,0.03
Interview Prof. Sebille,newsletter_signup,1000,0.06,0.06299681455180198,0.062996814551802,0.063,3.185448198023133e-06,3,0.003
Measurement & modeling (1),trust_multidimensional,1000,2.4624166666666696,2.7620981218468676,2.7620981218468614,2.7624166666666667,0.00031854481979909366,816,0.816
Measurement & modeling (1),trust_post,1000,2.530999999999999,2.830681455180197,2.8306814551801907,2.830999999999996,0.00031854481979909366,300,0.3
Measurement & modeling (1),distrust_post,1000,-2.716000000000001,-2.4163185448198035,-2.416318544819802,-2.416000000000004,0.00031854481979953775,300,0.3
Measurement & modeling (1),funding_perceptions,1000,0.6450000000000031,0.944681455180201,0.944681455180195,0.9450000000000003,0.0003185448197993157,300,0.3
Measurement & modeling (1),policy_role_mean,1000,0.8187500000000085,1.1184314551802064,1.1184314551802004,1.1187500000000057,0.0003185448197993157,619,0.619
Measurement & modeling (1),inst_trust_mean,1000,0.6304000000000016,0.9300814551801995,0.9300814551802006,0.9304000000000059,0.00031854481980642113,737,0.737
Measurement & modeling (1),belief_post,1000,0.4420000000000073,0.7416814551802051,0.7416814551801991,0.7420000000000044,0.0003185448197993157,300,0.3
Measurement & modeling (1),concern_mean,1000,0.549666666666667,0.8493481218468648,0.8493481218468659,0.8496666666666712,0.00031854481980642113,516,0.516
Measurement & modeling (1),policy_general,1000,0.48399999999999466,0.7836814551801925,0.7836814551802007,0.784000000000006,0.00031854481981352656,300,0.3
Measurement & modeling (1),policy_specific_mean,1000,-0.018285714285724453,0.2813957408944734,0.2813957408944674,0.2817142857142727,0.0003185448197993157,838,0.838
Measurement & modeling (1),behavior_mean,1000,0.23749999999999716,0.537181455180195,0.5371814551801961,0.5374999999999943,0.0003185448197993157,856,0.856
Measurement & modeling (1),donation_ams,1000,0.040999999999999925,0.0709681455180197,0.07096814551801978,0.07099999999999995,3.185448198024521e-05,30,0.03
Measurement & modeling (1),newsletter_signup,1000,0.021999999999999964,0.024996814551801947,0.02499681455180197,0.024999999999999967,3.1854481980196636e-06,3,0.003
Measurement & modeling (2),trust_multidimensional,1000,1.467250000000007,1.766931455180205,1.766931455180199,1.7672500000000042,0.0003185448197993157,798,0.798
Measurement & modeling (2),trust_post,1000,2.0120000000000076,2.3116814551802056,2.3116814551801994,2.3120000000000047,0.00031854481979909366,300,0.3
Measurement & modeling (2),distrust_post,1000,-2.065000000000005,-1.7653185448198072,-1.7653185448198059,-1.7650000000000006,0.0003185448198066432,300,0.3
Measurement & modeling (2),funding_perceptions,1000,-0.08500000000000085,0.214681455180197,0.2146814551801981,0.2150000000000034,0.00031854481980642113,300,0.3
Measurement & modeling (2),policy_role_mean,1000,0.00925000000000864,0.3089314551802065,0.3089314551802005,0.3092500000000058,0.0003185448197993157,634,0.634
Measurement & modeling (2),inst_trust_mean,1000,0.1636000000000024,0.46328145518020025,0.46328145518020136,0.4636000000000067,0.00031854481980642113,753,0.753
Measurement & modeling (2),belief_post,1000,-0.22799999999999443,0.07168145518020341,0.07168145518019742,0.07200000000000273,0.0003185448197993157,300,0.3
Measurement & modeling (2),concern_mean,1000,0.14466666666667294,0.4443481218468708,0.4443481218468648,0.4446666666666701,0.0003185448197993157,510,0.51
Measurement & modeling (2),policy_general,1000,-0.04999999999999716,0.24968145518020068,0.2496814551801947,0.25,0.0003185448197993157,300,0.3
Measurement & modeling (2),policy_specific_mean,1000,-0.268571428571434,0.03111002660876383,0.031110026608757835,0.031428571428563146,0.0003185448197993157,839,0.839
Measurement & modeling (2),behavior_mean,1000,0.11216666666666697,0.4118481218468648,0.4118481218468659,0.41216666666667123,0.00031854481980642113,845,0.845
Measurement & modeling (2),donation_ams,1000,0.03299999999999992,0.0629681455180197,0.06296814551801977,0.06299999999999994,3.185448198024521e-05,30,0.03
Measurement & modeling (2),newsletter_signup,1000,0.012999999999999956,0.015996814551801936,0.015996814551801963,0.01599999999999996,3.185448198023133e-06,3,0.003
Model accuracy,trust_multidimensional,1000,2.7819166666666746,3.0815981218468727,3.0815981218468664,3.0819166666666717,0.00031854481979909366,767,0.767
Model accuracy,trust_post,1000,2.865000000000002,3.1646814551802,3.164681455180194,3.164999999999999,0.00031854481979909366,300,0.3
Model accuracy,distrust_post,1000,-2.439,-2.1393185448198024,-2.139318544819808,-2.139000000000003,0.00031854481979953775,300,0.3
Model accuracy,funding_perceptions,1000,1.480000000000004,1.7796814551802018,1.7796814551801958,1.7800000000000011,0.0003185448197993157,300,0.3
Model accuracy,policy_role_mean,1000,1.276750000000007,1.5764314551802048,1.5764314551801988,1.576750000000004,0.0003185448197993157,619,0.619
Model accuracy,inst_trust_mean,1000,1.0250000000000057,1.3246814551802035,1.3246814551801975,1.3250000000000028,0.0003185448197993157,730,0.73
Model accuracy,belief_post,1000,1.9350000000000023,2.2346814551802003,2.234681455180194,2.2349999999999994,0.00031854481979909366,300,0.3
Model accuracy,concern_mean,1000,1.4553333333333356,1.7550147885135334,1.7550147885135274,1.7553333333333327,0.0003185448197993157,498,0.498
Model accuracy,policy_general,1000,1.2399999999999949,1.5396814551801927,1.539681455180201,1.5400000000000063,0.00031854481981352656,300,0.3
Model accuracy,policy_specific_mean,1000,0.42328571428569717,0.722967169465895,0.7229671694659032,0.7232857142857085,0.00031854481981352656,862,0.862
Model accuracy,behavior_mean,1000,0.7874999999999943,1.0871814551801922,1.0871814551802004,1.0874999999999986,0.00031854481980642113,853,0.853
Model accuracy,donation_ams,1000,0.12199999999999989,0.15196814551801968,0.15196814551801952,0.1519999999999997,3.1854481980009286e-05,30,0.03
Model accuracy,newsletter_signup,1000,0.06999999999999995,0.07299681455180192,0.07299681455180196,0.07299999999999995,3.185448198037011e-06,3,0.003
Oil industry misinformation,trust_multidimensional,1000,8.205333333333328,8.505014788513526,8.50501478851352,8.505333333333326,0.00031854481979998184,773,0.773
Oil industry misinformation,trust_post,1000,8.776000000000003,9.0756814551802,9.075681455180195,9.076,0.00031854481979998184,300,0.3
Oil industry misinformation,distrust_post,1000,-8.990000000000002,-8.690318544819803,-8.690318544819803,-8.690000000000001,0.0003185448198017582,300,0.3
Oil industry misinformation,funding_perceptions,1000,9.450000000000003,9.7496814551802,9.749681455180195,9.75,0.00031854481979998184,300,0.3
Oil industry misinformation,policy_role_mean,1000,5.529750000000007,5.829431455180204,5.829431455180199,5.829750000000004,0.00031854481979998184,553,0.553
Oil industry misinformation,inst_trust_mean,1000,3.3538000000000068,3.653481455180205,3.6534814551801986,3.653800000000004,0.00031854481979909366,716,0.716
Oil industry misinformation,belief_post,1000,5.853999999999999,6.153681455180196,6.153681455180205,6.154000000000011,0.0003185448198141927,300,0.3
Oil industry misinformation,concern_mean,1000,5.956333333333333,6.25601478851353,6.256014788513525,6.25633333333333,0.00031854481979998184,446,0.446
Oil industry misinformation,policy_general,1000,6.003,6.302681455180197,6.302681455180192,6.302999999999997,0.00031854481979998184,300,0.3
Oil industry misinformation,policy_specific_mean,1000,2.932571428571407,3.232252883751605,3.232252883751613,3.2325714285714184,0.0003185448198133045,788,0.788
Oil industry misinformation,behavior_mean,1000,3.663333333333334,3.9630147885135316,3.963014788513526,3.963333333333331,0.00031854481979953775,848,0.848
Oil industry misinformation,donation_ams,1000,0.5909999999999997,0.6209681455180196,0.6209681455180198,0.621,3.1854481980397864e-05,30,0.03
Oil industry misinformation,newsletter_signup,1000,0.11599999999999999,0.11899681455180199,0.118996814551802,0.119,3.1854481980092553e-06,3,0.003
Peer-review,trust_multidimensional,1000,2.9056666666666757,3.205348121846874,3.2053481218468676,3.205666666666673,0.00031854481979909366,762,0.762
Peer-review,trust_post,1000,3.003999999999998,3.303681455180195,3.303681455180204,3.304000000000009,0.0003185448198141927,300,0.3
Peer-review,distrust_post,1000,-2.9100000000000037,-2.610318544819805,-2.6103185448198047,-2.6099999999999994,0.000318544819805755,300,0.3
Peer-review,funding_perceptions,1000,0.6649999999999991,0.964681455180197,0.9646814551801981,0.9650000000000034,0.00031854481980642113,300,0.3
Peer-review,policy_role_mean,1000,0.596500000000006,0.8961814551802039,0.8961814551801979,0.8965000000000032,0.0003185448197993157,627,0.627
Peer-review,inst_trust_mean,1000,0.8310000000000031,1.130681455180201,1.130681455180195,1.1310000000000073,0.00031854481980642113,737,0.737
Peer-review,belief_post,1000,0.5690000000000026,0.8686814551802005,0.8686814551801945,0.8689999999999998,0.0003185448197993157,300,0.3
Peer-review,concern_mean,1000,0.8606666666666669,1.1603481218468648,1.1603481218468659,1.1606666666666712,0.00031854481980642113,503,0.503
Peer-review,policy_general,1000,0.7409999999999997,1.0406814551801975,1.0406814551801915,1.0409999999999968,0.0003185448197993157,300,0.3
Peer-review,policy_specific_mean,1000,0.005142857142843127,0.30482431232304097,0.3048243123230492,0.3051428571428545,0.00031854481981352656,857,0.857
Peer-review,behavior_mean,1000,0.5863333333333358,0.8860147885135337,0.8860147885135348,0.886333333333333,0.0003185448197993157,836,0.836
Peer-review,donation_ams,1000,0.1479999999999997,0.17796814551801948,0.17796814551801976,0.17799999999999994,3.1854481980453375e-05,30,0.03
Peer-review,newsletter_signup,1000,0.035999999999999976,0.03899681455180196,0.038996814551801984,0.03899999999999998,3.185448198016194e-06,3,0.003
Portrait Prof. Cherry,trust_multidimensional,1000,2.350750000000005,2.650431455180203,2.650431455180197,2.650750000000002,0.00031854481979909366,763,0.763
Portrait Prof. Cherry,trust_post,1000,2.405999999999999,2.705681455180197,2.7056814551801907,2.705999999999996,0.00031854481979909366,300,0.3
Portrait Prof. Cherry,distrust_post,1000,-2.6370000000000005,-2.337318544819803,-2.3373185448198086,-2.3370000000000033,0.00031854481979953775,300,0.3
Portrait Prof. Cherry,funding_perceptions,1000,0.384999999999998,0.6846814551801959,0.684681455180197,0.6850000000000023,0.00031854481980642113,300,0.3
Portrait Prof. Cherry,policy_role_mean,1000,3.147500000000008,3.447181455180206,3.4471814551802,3.447500000000005,0.00031854481979909366,600,0.6
Portrait Prof. Cherry,inst_trust_mean,1000,1.0538000000000025,1.3534814551802004,1.3534814551802015,1.3538000000000068,0.00031854481980642113,750,0.75
Portrait Prof. Cherry,belief_post,1000,0.7079999999999984,1.0076814551801963,1.0076814551802045,1.0080000000000098,0.00031854481981352656,300,0.3
Portrait Prof. Cherry,concern_mean,1000,0.8470000000000013,1.1466814551801991,1.1466814551802003,1.1470000000000056,0.00031854481980642113,500,0.5
Portrait Prof. Cherry,policy_general,1000,0.8900000000000006,1.1896814551801984,1.1896814551801924,1.1899999999999977,0.0003185448197993157,300,0.3
Portrait Prof. Cherry,policy_specific_mean,1000,-0.1258571428571571,0.17382431232304074,0.17382431232304896,0.17414285714285427,0.00031854481981352656,835,0.835
Portrait Prof. Cherry,behavior_mean,1000,0.23916666666666941,0.5388481218468673,0.5388481218468613,0.5391666666666666,0.0003185448197993157,851,0.851
Portrait Prof. Cherry,donation_ams,1000,0.15300000000000002,0.18296814551801982,0.18296814551801965,0.18299999999999983,3.1854481980009286e-05,30,0.03
Portrait Prof. Cherry,newsletter_signup,1000,0.008999999999999952,0.011996814551801932,0.01199681455180196,0.011999999999999955,3.185448198023133e-06,3,0.003
Scientist community helpers,trust_multidimensional,1000,6.770083333333332,7.069764788513529,7.069764788513524,7.070083333333329,0.00031854481979998184,776,0.776
Scientist community helpers,trust_post,1000,6.0830000000000055,6.382681455180203,6.382681455180197,6.383000000000003,0.00031854481979998184,300,0.3
Scientist community helpers,distrust_post,1000,-6.506,-6.206318544819801,-6.206318544819805,-6.206000000000003,0.0003185448197982055,300,0.3
Scientist community helpers,funding_perceptions,1000,3.105000000000004,3.404681455180202,3.404681455180196,3.405000000000001,0.00031854481979909366,300,0.3
Scientist community helpers,policy_role_mean,1000,3.657750000000007,3.957431455180205,3.957431455180199,3.9577500000000043,0.00031854481979953775,620,0.62
Scientist community helpers,inst_trust_mean,1000,2.2354000000000056,2.5350814551802037,2.5350814551801975,2.5354000000000028,0.00031854481979909366,750,0.75
Scientist community helpers,belief_post,1000,1.7210000000000036,2.0206814551802017,2.0206814551801955,2.021000000000001,0.00031854481979909366,300,0.3
Scientist community helpers,concern_mean,1000,2.7176666666666733,3.0173481218468714,3.017348121846865,3.0176666666666705,0.00031854481979909366,492,0.492
Scientist community helpers,policy_general,1000,2.534000000000006,2.833681455180204,2.833681455180198,2.834000000000003,0.00031854481979909366,300,0.3
Scientist community helpers,policy_specific_mean,1000,0.5232857142857057,0.8229671694659035,0.8229671694658975,0.8232857142857029,0.0003185448197993157,835,0.835
Scientist community helpers,behavior_mean,1000,1.6296666666666724,1.9293481218468702,1.9293481218468642,1.9296666666666695,0.0003185448197993157,855,0.855
Scientist community helpers,donation_ams,1000,0.32399999999999984,0.3539681455180197,0.3539681455180199,0.3540000000000001,3.1854481980397864e-05,30,0.03
Scientist community helpers,newsletter_signup,1000,0.025999999999999968,0.02899681455180195,0.028996814551801975,0.02899999999999997,3.1854481980196636e-06,3,0.003
Social justice,trust_multidimensional,1000,5.180750000000003,5.4804314551802005,5.480431455180195,5.4807500000000005,0.00031854481979998184,789,0.789
Social justice,trust_post,1000,5.609000000000002,5.908681455180199,5.908681455180194,5.908999999999999,0.00031854481979998184,300,0.3
Social justice,distrust_post,1000,-5.588000000000001,-5.288318544819804,-5.288318544819802,-5.288,0.00031854481980353455,300,0.3
Social justice,funding_perceptions,1000,6.82,7.1196814551801975,7.119681455180192,7.1200000000000045,0.00031854481980708726,300,0.3
