study_id,effect_id,target_population,population_type,population_matching_method,profile_fields_available,weights_used,num_profiles,f_model_id,f_prompt_protocol_id,f_inference_config_hash,f_r_f,external_f_population_panel_version,external_f_population_panel_sha256,synthetic_prediction_status,requires_synthetic_regeneration,outcome_name,outcome_type,outcome_range,human_ate_native,synthetic_ate_native,human_effect_pp,synthetic_effect_pp,included_primary_calibration,included_secondary_sensitivity,exclusion_reason
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Gender Roles,attitude,10.0,0.07394481635415229,0.3050000000000024,0.7394481635415229,3.0500000000000305,True,False,
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Political Engagement,attitude,10.0,-0.14713170880159865,0.04666666666665886,-1.4713170880159776,0.46666666666659307,True,False,
Campbell1308,Campbell1308:Political Responsiveness:hyp1,Campbell1308 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Political Responsiveness,attitude,10.0,-0.2087762998659599,-0.10722222222222388,-2.0877629986595982,-1.072222222222241,True,False,
Cohen1099,Cohen1099:Accounting:hyp1,Cohen1099 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Accounting [hyp1],attitude,5.0,-0.10020327897830317,-0.014166666666667105,-2.004065579566061,-0.28333333333334654,True,False,
Cohen1099,Cohen1099:Accounting:hyp2,Cohen1099 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Accounting [hyp2],attitude,5.0,0.09872006606110695,0.04249999999999954,1.9744013212221412,0.8499999999999952,True,False,
Cohen1099,Cohen1099:History:hyp1,Cohen1099 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,History,attitude,5.0,-0.024966904992595573,-0.0533333333333319,-0.4993380998519148,-1.066666666666638,True,False,
Cohen1099,Cohen1099:Nursing:hyp1,Cohen1099 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Nursing [hyp1],attitude,5.0,0.5242028513727459,0.19277777777777816,10.484057027454918,3.8555555555555565,True,False,
Cohen1099,Cohen1099:Nursing:hyp2,Cohen1099 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Nursing [hyp2],attitude,5.0,-0.12750765045902845,-0.0012500000000001954,-2.550153009180567,-0.024999999999997247,True,False,
CorstangeBRIEF69,CorstangeBRIEF69:welcome_refugees:hyp1,CorstangeBRIEF69 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,welcome_refugees [hyp1],attitude,4.0,-0.0017221584385800348,0.010000000000000231,-0.04305396096450087,0.2500000000000058,True,False,
CorstangeBRIEF69,CorstangeBRIEF69:welcome_refugees:hyp2,CorstangeBRIEF69 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,welcome_refugees [hyp2],attitude,4.0,0.10897435897435992,-0.013333333333339858,2.724358974358998,-0.33333333333349646,True,False,
Enos700,Enos700:modern_racism1:hyp1,Enos700 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,modern_racism1,attitude,4.0,0.2808809179312868,-0.28250000000000064,7.022022948282169,-7.062500000000016,True,False,
FaheyS78,FaheyS78:cancel culture:hyp1,FaheyS78 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,cancel culture,attitude,4.0,0.054541280740978415,-0.134166666666665,1.3635320185244604,-3.3541666666666248,True,False,
FarrowS6,FarrowS6:Disappointment:hyp1,FarrowS6 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Disappointment,attitude,6.0,-0.049693657680900394,0.15000000000000124,-0.8282276280150103,2.5000000000000244,True,False,
Haaland874,Haaland874:Affirmative action: Assistance:hyp1,Haaland874 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Affirmative action: Assistance,attitude,4.0,-0.020188434468460414,0.06999999999999984,-0.5047108617115104,1.749999999999996,True,False,
Haaland874,Haaland874:Affirmative action: Preference:hyp1,Haaland874 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Affirmative action: Preference,attitude,4.0,0.033922281886950234,0.2100000000000004,0.8480570471737559,5.250000000000011,True,False,
Haaland874,Haaland874:Racial Discrimination perception:hyp1,Haaland874 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Racial Discrimination perception,attitude,4.0,-0.16912402721844044,0.08833333333333027,-4.2281006804610115,2.2083333333332567,True,False,
HankinsonS22,HankinsonS22:Clinic_support:hyp1,HankinsonS22 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Clinic_support,attitude,4.0,-0.42476990796318015,0.1583333333333301,-10.619247699079503,3.9583333333332527,True,False,
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp1,Howard823 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Willingness_to_spend_on_optional_expense [hyp1],attitude,10.0,-0.12287409360579993,0.5599999999999996,-1.2287409360579982,5.599999999999994,True,False,
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,Howard823 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Willingness_to_spend_on_optional_expense [hyp2],attitude,10.0,0.12555419079370989,0.4633333333333294,1.2555419079371022,4.633333333333289,True,False,
Howard823,Howard823:financial_slack:hyp1,Howard823 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,financial_slack [hyp1],attitude,6.0,-0.10555260478908979,-0.09166666666665968,-1.7592100798181631,-1.5277777777776613,True,False,
Howard823,Howard823:financial_slack:hyp2,Howard823 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,financial_slack [hyp2],attitude,6.0,0.011179291860629714,-0.12999999999999945,0.1863215310104971,-2.1666666666666554,True,False,
Howard823,Howard823:predictedexpense_nextweek:hyp1,Howard823 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,predictedexpense_nextweek,,,,,,,False,False,no_llm_match
Howard823,Howard823:predictedexpense_nextweek:hyp2,Howard823 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,predictedexpense_nextweek,,,,,,,False,False,no_llm_match
Iles1294,Iles1294:Confusing:hyp1,Iles1294 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Confusing [hyp1],attitude,6.0,0.044634205426356655,0.4502777777777762,0.7439034237726072,7.504629629629611,True,False,
Iles1294,Iles1294:Confusing:hyp2,Iles1294 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Confusing [hyp2],attitude,6.0,-0.16929133858267642,0.05999999999999961,-2.8215223097112716,1.0000000000000009,True,False,
Iles1294,Iles1294:Confusing:hyp3,Iles1294 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Confusing [hyp3],attitude,6.0,-0.13485766202301797,-0.11333333333332973,-2.2476277003836307,-1.8888888888888289,True,False,
Iles1294,Iles1294:Frustrated:hyp1,Iles1294 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Frustrated [hyp1],attitude,4.0,0.06371124031007835,0.887222222222225,1.5927810077519589,22.180555555555625,True,False,
Iles1294,Iles1294:Frustrated:hyp2,Iles1294 effect-specific empirical human analytic respondent pretreatment demographic distribution (unweighted),general_us_adult,study_effect_analytic_profile_distribution_unweighted_largest_remainder,GENDER|race_4|pid_3|age_5|EDUC4|ideo_3,False,500,LEGACY_CACHED_NO_F_MODEL_PROVENANCE,LEGACY_CACHED_NO_F_PROMPT_PROTOCOL_PROVENANCE,LEGACY_CACHED_NO_F_INFERENCE_CONFIG_HASH,,LEGACY_CACHED_NO_EFFECT_SPECIFIC_PANEL_PROVENANCE,,,,Frustrated [hyp2],attitude,4.0,0.12598425196850438,0.33499999999999996,3.1496062992126097,8.375,True,False,
