study_id,effect_id,human_control,human_treatment,synthetic_control,synthetic_treatment,human_formula,synthetic_formula,human_ate_native_archive,synthetic_ate_native_archive,human_ate_native_recomputed,synthetic_ate_native_recomputed,raw_outcome_direction,reverse_coding_applied_human,reverse_coding_applied_synthetic,double_reversal_detected,outcome_range,merge_key_match,orientation_match,status
CalarcoS38,CalarcoS38:Approval:hyp3,3.302114803625378,3.2352941176470584,2.4066666666666703,2.1916666666666647,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0668206859783193,-0.2150000000000056,-0.06682068597831936,-0.21500000000000563,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
Campbell1308,Campbell1308:Gender Roles:hyp1,6.56589147286822,6.639836289222372,7.61833333333333,7.923333333333332,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0739448163541522,0.3050000000000024,0.07394481635415229,0.3050000000000024,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Campbell1308,Campbell1308:Political Engagement:hyp1,6.84824902723735,6.7011173184357515,7.52166666666667,7.568333333333331,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1471317088015986,0.0466666666666588,-0.14713170880159865,0.04666666666666064,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Campbell1308,Campbell1308:Political Responsiveness:hyp1,4.57976653696498,4.370990237099021,5.72166666666667,5.614444444444447,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.2087762998659599,-0.1072222222222238,-0.20877629986595903,-0.107222222222223,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Cohen1099,Cohen1099:Accounting:hyp1,4.240554156171284,4.140350877192981,3.787222222222222,3.7730555555555547,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1002032789783031,-0.0141666666666671,-0.10020327897830317,-0.014166666666667105,higher_native_value_is_higher_construct,False,False,False,5.0,True,True,PASS
Cohen1099,Cohen1099:Accounting:hyp2,4.236994219653178,4.3357142857142845,3.772083333333333,3.8145833333333328,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0987200660611069,0.0424999999999995,0.09872006606110695,0.04249999999999998,higher_native_value_is_higher_construct,False,False,False,5.0,True,True,PASS
Cohen1099,Cohen1099:History:hyp1,3.4742785445420346,3.449311639549438,4.1097222222222225,4.05638888888889,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0249669049925955,-0.0533333333333319,-0.02496690499259646,-0.05333333333333279,higher_native_value_is_higher_construct,False,False,False,5.0,True,True,PASS
Cohen1099,Cohen1099:Nursing:hyp1,3.7367758186397997,4.2609786700125465,3.609444444444445,3.8022222222222233,human_treatment - human_control,synthetic_treatment - synthetic_control,0.5242028513727459,0.1927777777777781,0.5242028513727468,0.19277777777777816,higher_native_value_is_higher_construct,False,False,False,5.0,True,True,PASS
Cohen1099,Cohen1099:Nursing:hyp2,4.107899807321774,3.980392156862745,3.6991666666666676,3.6979166666666674,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1275076504590284,-0.0012500000000001,-0.12750765045902845,-0.0012500000000001954,higher_native_value_is_higher_construct,False,False,False,5.0,True,True,PASS
CorstangeBRIEF69,CorstangeBRIEF69:welcome_refugees:hyp1,3.55769230769231,3.55597014925373,3.19666666666667,3.20666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.00172215843858,0.0100000000000002,-0.0017221584385800348,0.010000000000000231,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
CorstangeBRIEF69,CorstangeBRIEF69:welcome_refugees:hyp2,3.55769230769231,3.66666666666667,3.19666666666667,3.18333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.1089743589743599,-0.0133333333333398,0.10897435897435992,-0.013333333333339858,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
Enos700,Enos700:modern_racism1:hyp1,2.66159695817491,2.9424778761061967,3.51666666666667,3.2341666666666695,human_treatment - human_control,synthetic_treatment - synthetic_control,0.2808809179312868,-0.2825000000000006,0.2808809179312868,-0.28250000000000064,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
FaheyS78,FaheyS78:cancel culture:hyp1,2.3840725806451584,2.438613861386137,3.448333333333335,3.31416666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0545412807409784,-0.134166666666665,0.054541280740978415,-0.134166666666665,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
FarrowS6,FarrowS6:Disappointment:hyp1,5.67494824016563,5.62525458248473,5.933333333333329,6.08333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0496936576809003,0.1500000000000012,-0.049693657680900394,0.15000000000000124,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Haaland874,Haaland874:Affirmative action: Assistance:hyp1,2.54907161803714,2.52888318356868,3.81166666666667,3.88166666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0201884344684604,0.0699999999999998,-0.020188434468460414,0.06999999999999984,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
Haaland874,Haaland874:Affirmative action: Preference:hyp1,3.29216467463479,3.32608695652174,3.31833333333333,3.52833333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0339222818869502,0.2100000000000004,0.033922281886950234,0.2100000000000004,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
Haaland874,Haaland874:Racial Discrimination perception:hyp1,2.7952443857331604,2.62612035851472,4.225,4.31333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1691240272184404,0.0883333333333302,-0.16912402721844044,0.08833333333333027,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
HankinsonS22,HankinsonS22:Clinic_support:hyp1,3.08163265306122,2.65686274509804,3.67,3.82833333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.4247699079631801,0.1583333333333301,-0.42476990796318015,0.1583333333333301,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp1,4.45945945945946,4.33658536585366,4.91,5.47,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1228740936057999,0.5599999999999996,-0.12287409360579993,0.5599999999999996,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,4.21103117505995,4.33658536585366,5.00666666666667,5.47,human_treatment - human_control,synthetic_treatment - synthetic_control,0.1255541907937098,0.4633333333333294,0.12555419079370989,0.4633333333333294,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Howard823,Howard823:financial_slack:hyp1,3.51241534988713,3.40686274509804,3.96333333333333,3.87166666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1055526047890897,-0.0916666666666596,-0.10555260478908979,-0.09166666666665968,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Howard823,Howard823:financial_slack:hyp2,3.3956834532374103,3.40686274509804,4.00166666666667,3.87166666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0111792918606297,-0.1299999999999994,0.011179291860629714,-0.12999999999999945,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Iles1294,Iles1294:Confusing:hyp1,3.879844961240309,3.9244791666666656,4.555833333333336,5.006111111111112,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0446342054263566,0.4502777777777762,0.044634205426356655,0.4502777777777762,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Iles1294,Iles1294:Confusing:hyp2,3.9921259842519663,3.82283464566929,4.9283333333333355,4.988333333333335,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1692913385826764,0.0599999999999996,-0.16929133858267642,0.05999999999999961,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Iles1294,Iles1294:Confusing:hyp3,3.957692307692308,3.82283464566929,5.101666666666665,4.988333333333335,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1348576620230179,-0.1133333333333297,-0.13485766202301797,-0.11333333333332973,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Iles1294,Iles1294:Frustrated:hyp1,1.8217054263565895,1.885416666666668,2.081666666666665,2.9688888888888907,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0637112403100783,0.887222222222225,0.06371124031007858,0.8872222222222255,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
Iles1294,Iles1294:Frustrated:hyp2,1.7834645669291356,1.90944881889764,2.693333333333335,3.028333333333335,human_treatment - human_control,synthetic_treatment - synthetic_control,0.1259842519685043,0.3349999999999999,0.12598425196850438,0.33499999999999996,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
Iles1294,Iles1294:Frustrated:hyp3,1.961538461538461,1.90944881889764,3.1850000000000005,3.028333333333335,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.052089642640821,-0.1566666666666654,-0.052089642640821054,-0.1566666666666654,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
Iles1294,Iles1294:collaborative:hyp1,4.829457364341085,4.526657997399219,5.418333333333335,5.068888888888889,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.3027993669418656,-0.3494444444444449,-0.3027993669418656,-0.3494444444444458,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Iles1294,Iles1294:collaborative:hyp2,4.545098039215688,4.440944881889766,5.143333333333334,5.01666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1041531573259222,-0.1266666666666642,-0.10415315732592223,-0.12666666666666426,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Iles1294,Iles1294:collaborative:hyp3,4.592307692307688,4.440944881889766,5.046666666666666,5.01666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1513628104179227,-0.0299999999999958,-0.15136281041792277,-0.029999999999995808,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Kennedy1017,Kennedy1017:Family_approval:hyp1,8.8641975308642,8.97634069400631,8.375,8.47333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.112143163142111,0.0983333333333291,0.11214316314211104,0.09833333333332916,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Kennedy1017,Kennedy1017:Family_approval:hyp2,8.416861826697891,8.919656786271453,7.070000000000001,8.424166666666665,human_treatment - human_control,synthetic_treatment - synthetic_control,0.5027949595735617,1.3541666666666634,0.5027949595735617,1.3541666666666634,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Kennedy1017,Kennedy1017:Family_friends:hyp1,8.30555555555556,8.33280507131537,7.74833333333333,7.74666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0272495157598093,-0.0016666666666607,0.027249515759809384,-0.00166666666666071,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Kennedy1017,Kennedy1017:Family_friends:hyp2,7.728049728049725,8.318999218139172,7.3175,7.7475000000000005,human_treatment - human_control,synthetic_treatment - synthetic_control,0.5909494900894474,0.4300000000000006,0.5909494900894474,0.4300000000000006,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Kennedy1017,Kennedy1017:Family_knowledge:hyp1,7.71028037383178,8.38449367088608,6.25333333333333,7.45833333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.6742132970543002,1.205,0.6742132970543002,1.205,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
Kennedy1017,Kennedy1017:Family_knowledge:hyp2,7.426905132192846,8.044740973312406,6.2816666666666645,6.85583333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.6178358411195601,0.5741666666666658,0.6178358411195601,0.5741666666666658,higher_native_value_is_higher_construct,False,False,False,10.0,True,True,PASS
KlarS44,KlarS44:efficacy:hyp1,3.5384615384615405,3.4135893648449,4.58,4.52333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1248721736166404,-0.0566666666666701,-0.12487217361664049,-0.056666666666670196,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
KlarS44,KlarS44:efficacy:hyp2,3.5384615384615405,3.3958904109589,4.58,4.665,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1425711275026406,0.0849999999999999,-0.14257112750264067,0.08499999999999996,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
KlarS44,KlarS44:importance:hyp1,3.66619318181818,3.6430678466076705,4.22333333333333,4.22166666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0231253352105094,-0.0016666666666598,-0.023125335210509412,-0.0016666666666598218,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
KlarS44,KlarS44:importance:hyp2,3.66619318181818,3.60054719562243,4.22333333333333,4.28666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0656459861957499,0.0633333333333396,-0.0656459861957499,0.06333333333333968,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
KlarS44,KlarS44:support_candidate:hyp1,3.33758865248227,3.20266272189349,3.81333333333333,3.79,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1349259305887802,-0.0233333333333298,-0.13492593058878022,-0.023333333333329875,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
KlarS44,KlarS44:support_candidate:hyp2,3.33758865248227,3.31693989071038,3.81333333333333,3.885,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.02064876177189,0.0716666666666698,-0.020648761771890012,0.07166666666666988,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:social_stigma:hyp1,3.37647058823529,3.34571428571429,3.33,3.87666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.030756302521,0.54666666666667,-0.030756302521000034,0.54666666666667,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:social_stigma:hyp2,3.37647058823529,3.5354107648725224,3.33,3.5141666666666698,human_treatment - human_control,synthetic_treatment - synthetic_control,0.1589401766372322,0.1841666666666697,0.15894017663723226,0.1841666666666697,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:social_stigma:hyp3,3.37647058823529,3.6432664756446966,3.33,2.5391666666666652,human_treatment - human_control,synthetic_treatment - synthetic_control,0.2667958874094065,-0.7908333333333348,0.2667958874094065,-0.7908333333333348,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:social_stigma:hyp4,3.37647058823529,3.7382920110192863,3.33,2.2183333333333346,human_treatment - human_control,synthetic_treatment - synthetic_control,0.3618214227839962,-1.1116666666666657,0.3618214227839962,-1.1116666666666655,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:treatment_support:hyp1,2.02052785923754,1.88285714285714,4.22166666666667,4.455,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1376707163804003,0.2333333333333298,-0.1376707163804003,0.23333333333332984,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:treatment_support:hyp2,2.02052785923754,1.8253521126760601,4.22166666666667,4.479166666666665,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.19517574656148,0.2574999999999949,-0.19517574656148007,0.25749999999999496,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:treatment_support:hyp3,2.02052785923754,1.8276353276353263,4.22166666666667,4.606666666666666,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1928925316022138,0.3849999999999953,-0.19289253160221387,0.38499999999999535,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:treatment_support:hyp4,2.02052785923754,1.7939560439560478,4.22166666666667,4.6158333333333355,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.2265718152814924,0.3941666666666652,-0.2265718152814924,0.3941666666666652,higher_native_value_is_higher_construct,False,False,False,4.0,True,True,PASS
McGinty730,McGinty730:willingness_to_pay_mentalhealthservices:hyp1,1.5235294117647098,1.48725212464589,1.77333333333333,1.81833333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0362772871188197,0.0449999999999999,-0.03627728711881972,0.04499999999999993,higher_native_value_is_higher_construct,False,False,False,1.0,True,True,PASS
McGinty730,McGinty730:willingness_to_pay_mentalhealthservices:hyp2,1.5235294117647098,1.4378531073446341,1.77333333333333,1.8241666666666652,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0856763044200756,0.050833333333335,-0.08567630442007568,0.05083333333333506,higher_native_value_is_higher_construct,False,False,False,1.0,True,True,PASS
McGinty730,McGinty730:willingness_to_pay_mentalhealthservices:hyp3,1.5235294117647098,1.4017094017094032,1.77333333333333,1.8324999999999998,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1218200100553066,0.0591666666666697,-0.12182001005530663,0.0591666666666697,higher_native_value_is_higher_construct,False,False,False,1.0,True,True,PASS
McGinty730,McGinty730:willingness_to_pay_mentalhealthservices:hyp4,1.5235294117647098,1.4019204389574795,1.77333333333333,1.831666666666665,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1216089728072302,0.0583333333333349,-0.12160897280723026,0.0583333333333349,higher_native_value_is_higher_construct,False,False,False,1.0,True,True,PASS
Melin1066,Melin1066:Capable:hyp1,5.27272727272727,5.88278388278388,6.005,6.31333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.6100566100566098,0.30833333333333,0.6100566100566098,0.30833333333333,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Melin1066,Melin1066:Capable:hyp2,5.34343434343434,5.73333333333333,6.06333333333333,6.28333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.3898989898989899,0.2199999999999997,0.38989898989898997,0.21999999999999975,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Melin1066,Melin1066:Capable:hyp3,5.29770992366412,5.54333333333333,6.058333333333329,6.25666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.2456234096692107,0.1983333333333412,0.2456234096692107,0.19833333333334124,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Melin1066,Melin1066:masculine:hyp1,2.83908045977011,3.67680608365019,2.38166666666667,3.20666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.8377256238800799,0.8250000000000002,0.8377256238800799,0.8250000000000002,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Melin1066,Melin1066:masculine:hyp2,2.63380281690141,3.46743295019157,2.415,3.50666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.8336301332901601,1.09166666666667,0.8336301332901601,1.09166666666667,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Melin1066,Melin1066:masculine:hyp3,2.66393442622951,3.59931506849315,2.20666666666667,3.44666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.93538064226364,1.2399999999999998,0.9353806422636399,1.2399999999999998,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Merolla843,Merolla843:foreign_policy:hyp1,3.84848484848485,4.16352201257862,3.89166666666667,4.13333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.3150371640937703,0.24166666666666,0.31503716409377036,0.24166666666666003,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Merolla843,Merolla843:foreign_policy:hyp2,3.84848484848485,4.0635838150289,3.89166666666667,4.04333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.2150989665440499,0.1516666666666601,0.21509896654404992,0.15166666666666018,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Merolla843,Merolla843:foreign_policy:hyp3,4.0635838150289,4.16352201257862,4.04333333333333,4.13333333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0999381975497204,0.0899999999999998,0.09993819754972044,0.08999999999999986,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,3.53846153846154,3.4739336492891,4.52666666666667,4.65833333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.0645278891724401,0.1316666666666597,-0.06452788917244012,0.13166666666665972,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,3.42131979695431,3.4739336492891,4.59666666666667,4.65833333333333,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0526138523347898,0.0616666666666594,0.05261385233478988,0.06166666666665943,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Merolla843,Merolla843:trump_leadership:hyp1,3.38974358974359,3.12182741116751,3.315,3.91166666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.2679161785760802,0.5966666666666702,-0.2679161785760802,0.5966666666666702,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Merolla843,Merolla843:trump_leadership:hyp2,3.25592417061611,3.12182741116751,3.74333333333333,3.91166666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,-0.1340967594486,0.1683333333333401,-0.1340967594486,0.1683333333333401,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,4.9428026692087705,4.997148288973382,5.677499999999999,5.658333333333335,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0543456197646117,-0.0191666666666643,0.05434561976461172,-0.019166666666664334,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,4.959885386819484,4.980075901328273,5.693333333333336,5.6425,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0201905145087888,-0.0508333333333359,0.020190514508788837,-0.05083333333333595,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,4.86679536679537,4.94263862332696,5.68166666666667,5.61166666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0758432565315905,-0.0700000000000002,0.07584325653159052,-0.07000000000000028,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,4.087286527514234,4.112060778727444,5.186666666666666,5.208333333333335,human_treatment - human_control,synthetic_treatment - synthetic_control,0.02477425121321,0.0216666666666691,0.024774251213210086,0.021666666666669165,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,4.054234062797339,4.1448863636363615,5.220000000000001,5.175,human_treatment - human_control,synthetic_treatment - synthetic_control,0.0906523008390225,-0.0450000000000008,0.09065230083902254,-0.04500000000000082,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp3,4.00764818355641,4.12380952380952,5.19,5.16666666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.11616134025311,-0.0233333333333307,0.11616134025311009,-0.023333333333330764,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:PERCEIVED HARM:hyp1,4.595238095238095,4.709004739336492,5.9358333333333295,5.932499999999999,human_treatment - human_control,synthetic_treatment - synthetic_control,0.1137666440983968,-0.0033333333333303,0.11376664409839687,-0.0033333333333303017,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:PERCEIVED HARM:hyp2,4.578095238095236,4.7260663507109015,5.945833333333329,5.922499999999999,human_treatment - human_control,synthetic_treatment - synthetic_control,0.1479711126156653,-0.0233333333333298,0.1479711126156653,-0.023333333333329875,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
Mezzapelle1439,Mezzapelle1439:PERCEIVED HARM:hyp3,4.51445086705202,4.77862595419847,5.93833333333333,5.91166666666667,human_treatment - human_control,synthetic_treatment - synthetic_control,0.2641750871464507,-0.0266666666666601,0.26417508714645077,-0.026666666666660177,higher_native_value_is_higher_construct,False,False,False,6.0,True,True,PASS
