latent_profile_id,donor_id,SERIALNO,SPORDER,gender,age,year_birth,age_band,race,education,income,income_adjusted_2024,state_fips,state_abbr,party,party_prob_republican,party_prob_democrat,party_prob_independent,party_prob_other,pums_person_weight,joint_cell_target_n,population_seed,party_seed
LP0011,2024HU0415598-01,2024HU0415598,01,Male,23,2003,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",6091.5,47,TN,Democrat,0.2374715925892844,0.21131488991310876,0.37447718402394736,0.17673633347365936,670,53,20260831,1
LP0012,2024HU0544985-03,2024HU0544985,03,Male,25,2001,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",381734.0,48,TX,Independent,0.31631508722212603,0.25828637961395023,0.3088695236263367,0.11652900953758705,108,53,20260831,1
LP0013,2024HU0573079-02,2024HU0573079,02,Male,24,2002,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",85281.0,37,NC,Independent,0.35461023093921556,0.17001793191692263,0.42080597450954427,0.05456586263431743,100,53,20260831,1
LP0014,2024HU0593213-01,2024HU0593213,01,Male,27,1999,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",152287.5,47,TN,Democrat,0.3270583455534553,0.23869599554271945,0.3616423748572496,0.07260328404657558,127,53,20260831,1
LP0015,2024HU0598672-02,2024HU0598672,02,Male,28,1998,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",84407.885,50,VT,Independent,0.19636005386899838,0.2149841639733938,0.43903465859434015,0.1496211235632677,244,53,20260831,1
LP0016,2024HU0600302-01,2024HU0600302,01,Male,26,2000,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",87209.975,13,GA,Republican,0.39477812146406077,0.19222123257689538,0.34280468967348826,0.0701959562855555,226,53,20260831,1
LP0017,2024HU0600474-01,2024HU0600474,01,Male,23,2003,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",46701.5,36,NY,Independent,0.1986945690151756,0.36929591356356306,0.3010360466232434,0.1309734707980178,121,53,20260831,1
LP0018,2024HU0613039-02,2024HU0613039,02,Male,27,1999,18-29,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",126906.25,18,IN,Democrat,0.23598097890979858,0.31905898182483866,0.35714875210726654,0.08781128715809605,128,53,20260831,1
LP0019,2024HU0628219-03,2024HU0628219,03,Male,23,2003,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",124875.75,47,TN,Independent,0.4043716179016565,0.16354443054032447,0.30691732990581355,0.1251666216522053,289,53,20260831,1
LP0020,2024HU0661687-02,2024HU0661687,02,Male,23,2003,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",138074.0,54,WV,Independent,0.40666128765769494,0.14927325547037068,0.3578192922738546,0.08624616459807988,161,53,20260831,1
LP0021,2024HU0703075-03,2024HU0703075,03,Male,19,2007,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",152287.5,36,NY,Republican,0.2843238553878296,0.30459026042728815,0.2892780443487645,0.12180783983611781,97,53,20260831,1
LP0022,2024HU0758195-01,2024HU0758195,01,Male,24,2002,18-29,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",50762.5,48,TX,Independent,0.2671800092766637,0.28453864510643984,0.3566352932042073,0.09164605241268917,131,53,20260831,1
LP0023,2024HU0796083-01,2024HU0796083,01,Male,29,1997,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",97464.0,42,PA,Democrat,0.3894168443196502,0.2359326384115942,0.26196829840208985,0.11268221886666564,370,53,20260831,1
LP0024,2024HU0807154-02,2024HU0807154,02,Male,27,1999,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",203050.0,34,NJ,Democrat,0.256947385165432,0.32693354221854554,0.3008476889504763,0.11527138366554612,266,53,20260831,1
LP0025,2024HU0831222-04,2024HU0831222,04,Male,20,2006,18-29,White / Caucasian,Less than high school,"$100,000 to $167,999",118885.775,39,OH,Other,0.3447146763033351,0.1383431760220909,0.3681196824848055,0.14882246518976852,68,53,20260831,1
LP0026,2024HU0843396-02,2024HU0843396,02,Male,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",62945.5,05,AR,Independent,0.3503717128517201,0.18854834586797475,0.39003398260589894,0.07104595867440619,224,53,20260831,1
LP0027,2024HU0877095-03,2024HU0877095,03,Male,22,2004,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",264980.25,36,NY,Democrat,0.2021422799411859,0.4508010997201914,0.28492475120528854,0.062131869133334156,90,53,20260831,1
LP0028,2024HU0880642-03,2024HU0880642,03,Male,20,2006,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",32589.525,21,KY,Independent,0.3134724925795944,0.2220546281745092,0.3043888987376439,0.16008398050825248,87,53,20260831,1
LP0029,2024HU0898425-04,2024HU0898425,04,Male,19,2007,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",76346.8,17,IL,Independent,0.2799173642697286,0.27946025688884524,0.27515479031961154,0.16546758852181462,353,53,20260831,1
LP0030,2024HU0900339-01,2024HU0900339,01,Male,26,2000,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",25381.25,29,MO,Democrat,0.32594921545534594,0.23532772025597443,0.31814677101827066,0.12057629327040895,314,53,20260831,1
LP0031,2024HU0917886-03,2024HU0917886,03,Male,20,2006,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",177668.75,48,TX,Democrat,0.36983271647361465,0.20828680799265706,0.3499593253865386,0.07192115014718962,337,53,20260831,1
LP0032,2024HU0933689-03,2024HU0933689,03,Male,27,1999,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",115474.535,36,NY,Democrat,0.2558316631479086,0.3138524870527598,0.3272105516217709,0.10310529817756077,161,53,20260831,1
LP0033,2024HU0942165-03,2024HU0942165,03,Male,26,2000,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",64163.8,12,FL,Republican,0.3973766001502236,0.1993574415795819,0.296783409891392,0.10648254837880251,249,53,20260831,1
LP0034,2024HU0949829-03,2024HU0949829,03,Male,29,1997,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",272797.675,36,NY,Independent,0.2242666188224936,0.39393822047468374,0.308367049993785,0.07342811070903767,79,53,20260831,1
LP0035,2024HU0949900-01,2024HU0949900,01,Male,19,2007,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",42640.5,31,NE,Independent,0.3774551974917623,0.17329193116135896,0.3942605738115725,0.05499229753530629,511,53,20260831,1
LP0036,2024HU0964318-01,2024HU0964318,01,Male,23,2003,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",33909.35,26,MI,Independent,0.2241108837291616,0.16360419926857825,0.34540909123437796,0.2668758257678821,307,53,20260831,1
LP0037,2024HU1022690-02,2024HU1022690,02,Male,26,2000,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",122845.25,42,PA,Democrat,0.2916875648832008,0.3097531659670258,0.3073717825425676,0.09118748660720578,117,53,20260831,1
LP0038,2024HU1032523-02,2024HU1032523,02,Male,21,2005,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",37564.25,29,MO,Democrat,0.3203536069982396,0.22666242939059955,0.31659433141564525,0.13638963219551564,288,53,20260831,1
LP0039,2024HU1049654-02,2024HU1049654,02,Male,22,2004,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",71067.5,51,VA,Independent,0.3211970311612958,0.21727711389808102,0.3496794097096974,0.1118464452309258,450,53,20260831,1
LP0040,2024HU1136924-01,2024HU1136924,01,Male,26,2000,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",101525.0,16,ID,Independent,0.3290926957313716,0.21467936641903201,0.40875916438438037,0.04746877346521605,178,53,20260831,1
LP0041,2024HU1177853-04,2024HU1177853,04,Male,18,2008,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",124875.75,51,VA,Independent,0.27368264060277586,0.2370131772399037,0.4104379592172208,0.07886622294009948,394,53,20260831,1
LP0042,2024HU1235304-04,2024HU1235304,04,Male,18,2008,18-29,White / Caucasian,Less than high school,"$168,000 or more",222035.175,13,GA,Independent,0.3859401741415024,0.12930101354549667,0.3398718974517708,0.14488691486123023,101,53,20260831,1
LP0043,2024HU1241163-01,2024HU1241163,01,Male,29,1997,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",50762.5,56,WY,Independent,0.3440997193631378,0.07178603982636705,0.37759491086721697,0.20651932994327818,387,53,20260831,1
LP0044,2024HU1245261-02,2024HU1245261,02,Male,25,2001,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",144165.5,42,PA,Republican,0.2916875648832008,0.3097531659670258,0.3073717825425676,0.09118748660720578,420,53,20260831,1
LP0045,2024HU1257176-01,2024HU1257176,01,Male,28,1998,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",76143.75,42,PA,Democrat,0.2794098022266448,0.3222132557447508,0.29751994959229,0.10085699243631449,324,53,20260831,1
LP0046,2024HU1259674-01,2024HU1259674,01,Male,26,2000,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",130764.2,19,IA,Republican,0.26746939960257315,0.23993821451696845,0.37070274866166764,0.12188963721879074,352,53,20260831,1
LP0047,2024HU1263622-01,2024HU1263622,01,Male,27,1999,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",75158.9575,20,KS,Democrat,0.3272687852069765,0.2340783589598238,0.3615065294023183,0.07714632643088139,132,53,20260831,1
LP0048,2024HU1267651-03,2024HU1267651,03,Male,20,2006,18-29,White / Caucasian,Less than high school,"$56,000 to $99,999",72691.9,48,TX,Independent,0.36144696185582725,0.1508279687946221,0.323278258053872,0.16444681129567854,177,53,20260831,1
LP0049,2024HU1315745-03,2024HU1315745,03,Male,23,2003,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",62945.5,04,AZ,Democrat,0.29223640372639287,0.21563059899243353,0.4194003246223694,0.07273267265880416,117,53,20260831,1
LP0050,2024HU1356342-02,2024HU1356342,02,Male,18,2008,18-29,White / Caucasian,Less than high school,"Less than $30,000",17056.2,21,KY,Democrat,0.26418299938988044,0.19730832366480322,0.2803445629847265,0.2581641139605899,329,53,20260831,1
LP0051,2024HU1394303-03,2024HU1394303,03,Male,24,2002,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",710167.375,42,PA,Other,0.3336899136365352,0.287140870061138,0.27428273588930246,0.10488648041302435,217,53,20260831,1
LP0052,2024HU1417350-02,2024HU1417350,02,Male,22,2004,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",143150.25,41,OR,Republican,0.26602237180679733,0.259798819216218,0.2957906987188901,0.17838811025809462,56,53,20260831,1
LP0053,2024HU1433120-02,2024HU1433120,02,Male,20,2006,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",92387.75,48,TX,Other,0.46924126756469586,0.14747361058207822,0.27764050564431175,0.10564461620891415,132,53,20260831,1
LP0054,2024HU0226122-03,2024HU0226122,03,Male,21,2005,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",97464.0,51,VA,Democrat,0.055864515801079734,0.4775518403144134,0.3739535325934464,0.09263011129106061,74,14,20260831,1
LP0055,2024HU0358939-02,2024HU0358939,02,Male,27,1999,18-29,Black / African American,High school diploma / GED,"$56,000 to $99,999",88123.7,37,NC,Independent,0.08805798390869812,0.39884452505093665,0.3761853299902288,0.13691216105013657,873,14,20260831,1
LP0056,2024HU0368304-03,2024HU0368304,03,Male,18,2008,18-29,Black / African American,Some college or Associate's degree,"$168,000 or more",955350.25,17,IL,Other,0.050667916651109125,0.5143904486854547,0.26223155212289695,0.1727100825405392,142,14,20260831,1
LP0057,2024HU0383707-02,2024HU0383707,02,Male,18,2008,18-29,Black / African American,Less than high school,"$30,000 to $55,999",48732.0,12,FL,Democrat,0.06594245416687866,0.38888943214049376,0.3074136037362671,0.23775450995636058,305,14,20260831,1
LP0058,2024HU0430164-03,2024HU0430164,03,Male,27,1999,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",161424.75,53,WA,Other,0.03732938663302131,0.5945719934190575,0.24123406801804148,0.12686455192987975,117,14,20260831,1
LP0059,2024HU0698379-04,2024HU0698379,04,Male,25,2001,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",145485.325,17,IL,Independent,0.04840597717689352,0.5538375088647253,0.23652723862976271,0.16122927532861864,152,14,20260831,1
LP0060,2024HU0750973-01,2024HU0750973,01,Male,27,1999,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",76143.75,24,MD,Independent,0.02688874339986067,0.5887882407428227,0.2935251510909507,0.09079786476636592,894,14,20260831,1
LP0061,2024HU1077973-01,2024HU1077973,01,Male,27,1999,18-29,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",50762.5,47,TN,Democrat,0.04018579910011015,0.5436333985439691,0.30713436997730265,0.10904643237861808,76,14,20260831,1
LP0062,2024HU1099296-01,2024HU1099296,01,Male,21,2005,18-29,Black / African American,High school diploma / GED,"Less than $30,000",15228.75,49,UT,Independent,0.06259533943056313,0.35205405475866774,0.273492612046589,0.31185799376418016,153,14,20260831,1
LP0063,2024HU1238078-03,2024HU1238078,03,Male,22,2004,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",93910.625,34,NJ,Other,0.05327391624177967,0.5305855231551152,0.2807658517280942,0.13537470887501102,344,14,20260831,1
LP0064,2024HU1317153-01,2024HU1317153,01,Male,25,2001,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",39594.75,42,PA,Other,0.05145206911123068,0.51560306805302,0.21723586697212394,0.21570899586362532,1560,14,20260831,1
LP0065,2024HU1333829-01,2024HU1333829,01,Male,27,1999,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",35533.75,48,TX,Independent,0.07590896090782011,0.39459403674971993,0.28188655047912214,0.24761045186333772,123,14,20260831,1
LP0066,2024HU1392914-03,2024HU1392914,03,Male,21,2005,18-29,Black / African American,Some college or Associate's degree,"$168,000 or more",192897.5,13,GA,Democrat,0.08012427294746068,0.4671062888735044,0.3926247118363927,0.06014472634264228,261,14,20260831,1
LP0067,2024HU1408757-01,2024HU1408757,01,Male,25,2001,18-29,Black / African American,Bachelor's degree,"$168,000 or more",184267.875,12,FL,Democrat,0.05576447323502555,0.6089161373654426,0.2673929066186079,0.06792648278092403,447,14,20260831,1
LP0068,2024HU0137305-04,2024HU0137305,04,Male,25,2001,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",155942.4,17,IL,Other,0.18772384858695085,0.37262933196240033,0.27282702459178504,0.16681979485886392,233,25,20260831,1
LP0069,2024HU0189894-04,2024HU0189894,04,Male,25,2001,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",273609.875,42,PA,Democrat,0.2223472736512005,0.432502187671985,0.24415628775546042,0.1009942509213542,639,25,20260831,1
LP0070,2024HU0458315-03,2024HU0458315,03,Male,22,2004,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",82539.825,06,CA,Independent,0.1662057725449486,0.38772500668338034,0.28622748794250086,0.15984173282917008,60,25,20260831,1
LP0071,2024HU0580889-04,2024HU0580889,04,Male,26,2000,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",87616.075,12,FL,Independent,0.26334638625949197,0.29817535252995403,0.3123393252962146,0.1261389359143394,120,25,20260831,1
LP0072,2024HU0583764-03,2024HU0583764,03,Male,24,2002,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",210156.75,25,MA,Democrat,0.10376670770066952,0.32690289045273097,0.344397886400767,0.2249325154458326,135,25,20260831,1
LP0073,2024HU0597713-02,2024HU0597713,02,Male,25,2001,18-29,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",47716.75,31,NE,Other,0.2489165928966364,0.25468616492315554,0.37955664476650774,0.11684059741370031,21,25,20260831,1
LP0074,2024HU0634237-02,2024HU0634237,02,Male,23,2003,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",26396.5,06,CA,Independent,0.1211965609786438,0.26746947142634675,0.2459777448171764,0.36535622277783314,102,25,20260831,1
LP0075,2024HU0660300-03,2024HU0660300,03,Male,20,2006,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",217273.6525,47,TN,Independent,0.2739775876669346,0.23243262176315663,0.2943579541776667,0.19923183639224207,204,25,20260831,1
LP0076,2024HU0662194-02,2024HU0662194,02,Male,19,2007,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",125891.0,24,MD,Independent,0.11703007219766146,0.40044475327679363,0.36831223009749126,0.1142129444280537,127,25,20260831,1
LP0077,2024HU0701835-03,2024HU0701835,03,Male,27,1999,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",336656.9,06,CA,Democrat,0.13960842499457274,0.4951251867862912,0.26819052488111916,0.09707586333801702,186,25,20260831,1
LP0078,2024HU0756615-03,2024HU0756615,03,Male,21,2005,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",29442.25,19,IA,Other,0.14058024729090732,0.1574023443412074,0.29127295508170076,0.4107444532861846,933,25,20260831,1
LP0079,2024HU0776050-03,2024HU0776050,03,Male,29,1997,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",100814.325,13,GA,Independent,0.34181398908617233,0.21143558940165205,0.31583153736159164,0.1309188841505841,150,25,20260831,1
LP0080,2024HU0833566-01,2024HU0833566,01,Male,27,1999,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",77057.475,17,IL,Republican,0.14402263449967373,0.29448007278553945,0.2753901907800158,0.28610710193477096,75,25,20260831,1
LP0081,2024HU0862732-03,2024HU0862732,03,Male,19,2007,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",79189.5,41,OR,Democrat,0.15232889625471582,0.3411636552326944,0.25044510731619274,0.256062341196397,104,25,20260831,1
LP0082,2024HU0898274-01,2024HU0898274,01,Male,25,2001,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",140104.5,41,OR,Independent,0.16272545365181765,0.3356077864429904,0.2647630494344334,0.23690371047075834,126,25,20260831,1
LP0083,2024HU0962532-04,2024HU0962532,04,Male,24,2002,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",166602.525,12,FL,Independent,0.2871982278951385,0.30150258939070873,0.28115542646706265,0.13014375624709015,277,25,20260831,1
LP0084,2024HU0981665-04,2024HU0981665,04,Male,21,2005,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",58579.925,06,CA,Independent,0.13996985265224993,0.3946091600871003,0.2739727106231743,0.19144827663747557,120,25,20260831,1
LP0085,2024HU0995730-01,2024HU0995730,01,Male,29,1997,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",86296.25,26,MI,Republican,0.2323472035689004,0.27791166826211555,0.3154840987044347,0.17425702946454927,235,25,20260831,1
LP0086,2024HU1104698-05,2024HU1104698,05,Male,18,2008,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",161830.85,06,CA,Republican,0.1820096146692013,0.39367419791616814,0.258717005277791,0.1655991821368395,123,25,20260831,1
LP0087,2024HU1119237-01,2024HU1119237,01,Male,23,2003,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",20305.0,17,IL,Independent,0.12668102525027103,0.3678067913287722,0.2752640763695725,0.23024810705138438,275,25,20260831,1
LP0088,2024HU1188252-05,2024HU1188252,05,Male,26,2000,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",193811.225,06,CA,Independent,0.1820096146692013,0.39367419791616814,0.258717005277791,0.1655991821368395,142,25,20260831,1
LP0089,2024HU1190553-01,2024HU1190553,01,Male,29,1997,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",97565.525,17,IL,Other,0.17554287312328942,0.26216010030760534,0.2951824775393312,0.26711454902977394,175,25,20260831,1
LP0090,2024HU1279201-03,2024HU1279201,03,Male,25,2001,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",164368.975,06,CA,Republican,0.1820096146692013,0.39367419791616814,0.258717005277791,0.1655991821368395,121,25,20260831,1
LP0091,2024HU1338596-02,2024HU1338596,02,Male,26,2000,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",59899.75,06,CA,Democrat,0.15255105179479048,0.4075367845952121,0.2993082775329341,0.14060388607706326,59,25,20260831,1
LP0092,2024HU1359826-04,2024HU1359826,04,Male,19,2007,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",315742.75,06,CA,Democrat,0.13960842499457274,0.4951251867862912,0.26819052488111916,0.09707586333801702,118,25,20260831,1
LP0093,2024HU0135451-01,2024HU0135451,01,Male,20,2006,18-29,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",65991.25,20,KS,Independent,0.17095473610714085,0.27521076745044204,0.4392226135810305,0.1146118828613866,461,7,20260831,1
LP0094,2024HU0155568-03,2024HU0155568,03,Male,26,2000,18-29,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",111575.975,06,CA,Democrat,0.09206511415237273,0.48886010869142804,0.3313496400221367,0.08772513713406241,78,7,20260831,1
LP0095,2024HU0192479-03,2024HU0192479,03,Male,29,1997,18-29,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",414729.625,06,CA,Other,0.06980208728771418,0.5138506244405798,0.2800220999290242,0.13632518834268173,83,7,20260831,1
LP0096,2024HU0234041-01,2024HU0234041,01,Male,29,1997,18-29,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",86296.25,06,CA,Democrat,0.18081323096200125,0.3224942638223242,0.3159797169244389,0.18071278829123558,176,7,20260831,1
LP0097,2024HU0293300-04,2024HU0293300,04,Male,19,2007,18-29,Asian / Asian American,High school diploma / GED,"$168,000 or more",304168.9,36,NY,Independent,0.15113363929460344,0.4286434859052046,0.308577151508525,0.11164572329166701,206,7,20260831,1
LP0098,2024HU0404770-06,2024HU0404770,06,Male,27,1999,18-29,Asian / Asian American,Bachelor's degree,"$168,000 or more",289346.25,17,IL,Republican,0.11274793061783116,0.49521301112252397,0.3206573713809177,0.07138168687872705,156,7,20260831,1
LP0099,2024HU0561714-01,2024HU0561714,01,Male,25,2001,18-29,Asian / Asian American,Less than high school,"$30,000 to $55,999",30457.5,39,OH,Independent,0.14055630424548501,0.1584949389200164,0.3735976417480509,0.3273511150864477,98,7,20260831,1
LP0100,2024HU0255504-01,2024HU0255504,01,Male,22,2004,18-29,Other,Some college or Associate's degree,"Less than $30,000",6091.5,26,MI,Other,0.10179456859827113,0.16421296618510772,0.4695384698972875,0.2644539953193338,92,4,20260831,1
LP0101,2024HU0566666-03,2024HU0566666,03,Male,18,2008,18-29,Other,Less than high school,"$56,000 to $99,999",71879.7,06,CA,Independent,0.131688972059949,0.18110742207988445,0.3668184275270463,0.32038517833312036,142,4,20260831,1
LP0102,2024HU1010846-03,2024HU1010846,03,Male,21,2005,18-29,Other,Less than high school,"$56,000 to $99,999",75128.5,13,GA,Independent,0.2211086912704524,0.10557386714578264,0.44330419197507287,0.23001324960869216,124,4,20260831,1
LP0103,2024HU1023043-02,2024HU1023043,02,Male,22,2004,18-29,Other,High school diploma / GED,"$30,000 to $55,999",48224.375,39,OH,Republican,0.2028864482303642,0.13060525780826854,0.41048190255436545,0.2560263914070018,213,4,20260831,1
LP0104,2024HU0019954-01,2024HU0019954,01,Male,35,1991,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",125891.0,42,PA,Democrat,0.282825372864812,0.3630501427853002,0.2963493996732945,0.05777508467659335,199,71,20260831,1
LP0105,2024HU0037567-01,2024HU0037567,01,Male,34,1992,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",114723.25,46,SD,Independent,0.4827827593319277,0.1882236458553342,0.2800149458653368,0.048978648947401206,33,71,20260831,1
LP0106,2024HU0078605-02,2024HU0078605,02,Male,37,1989,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",202542.375,06,CA,Independent,0.25399861444724764,0.33453755476621694,0.3156438995074285,0.09581993127910696,203,71,20260831,1
LP0107,2024HU0111898-01,2024HU0111898,01,Male,40,1986,30-44,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",101525.0,36,NY,Republican,0.18384637148644364,0.43310176633863223,0.3252325818440041,0.05781928033092015,33,71,20260831,1
LP0108,2024HU0129871-01,2024HU0129871,01,Male,38,1988,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",5786.925,01,AL,Republican,0.3783136302954685,0.14100540643209877,0.3258496948588608,0.15483126841357195,173,71,20260831,1
LP0109,2024HU0131446-01,2024HU0131446,01,Male,37,1989,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",83250.5,29,MO,Democrat,0.3062369135817839,0.3130608790933306,0.33501608361058655,0.04568612371429882,143,71,20260831,1
